label,file
sashimi,./data/base/sashimi/crop__sashimi12.jpg
sashimi,./data/base/sashimi/crop__sashimi2.jpg
sashimi,./data/base/sashimi/crop__sashimi3.jpg
sashimi,./data/base/sashimi/crop__sashimi13.jpg
sashimi,./data/base/sashimi/crop__sashimi11.jpg
sashimi,./data/base/sashimi/crop__sashimi1.jpg
sashimi,./data/base/sashimi/crop__sashimi10.jpg
sashimi,./data/base/sashimi/crop__sashimi28.jpg
sashimi,./data/base/sashimi/sashimi_9.jpg
sashimi,./data/base/sashimi/crop__sashimi14.jpg
sashimi,./data/base/sashimi/crop__sashimi4.jpg
sashimi,./data/base/sashimi/crop__sashimi5.jpg
sashimi,./data/base/sashimi/crop__sashimi15.jpg
sashimi,./data/base/sashimi/sashimi_105.jpg
sashimi,./data/base/sashimi/sashimi_107.jpg
sashimi,./data/base/sashimi/crop__sashimi17.jpg
sashimi,./data/base/sashimi/crop__sashimi7.jpg
sashimi,./data/base/sashimi/sashimi_98.jpg
sashimi,./data/base/sashimi/crop__sashimi6.jpg
sashimi,./data/base/sashimi/crop__sashimi16.jpg
sashimi,./data/base/sashimi/sashimi_12.jpg
sashimi,./data/base/sashimi/sashimi_140.jpg
sashimi,./data/base/sashimi/sashimi_32.jpg
sashimi,./data/base/sashimi/sashimi_123.jpg
sashimi,./data/base/sashimi/crop__sashimi27.jpg
sashimi,./data/base/sashimi/sashimi_57.jpg
sashimi,./data/base/sashimi/crop__sashimi26.jpg
sashimi,./data/base/sashimi/crop__sashimi24.jpg
sashimi,./data/base/sashimi/crop__sashimi18.jpg
sashimi,./data/base/sashimi/crop__sashimi8.jpg
sashimi,./data/base/sashimi/sashimi_97.jpg
sashimi,./data/base/sashimi/crop__sashimi9.jpg
sashimi,./data/base/sashimi/crop__sashimi19.jpg
sashimi,./data/base/sashimi/crop__sashimi25.jpg
sashimi,./data/base/sashimi/crop__sashimi21.jpg
sashimi,./data/base/sashimi/sashimi_125.jpg
sashimi,./data/base/sashimi/crop__sashimi20.jpg
sashimi,./data/base/sashimi/crop__sashimi22.jpg
sashimi,./data/base/sashimi/sashimi_46.jpg
sashimi,./data/base/sashimi/crop__sashimi23.jpg
sushi,./data/base/sushi/crop__sushi13.jpg
sushi,./data/base/sushi/sushi_67.jpg
sushi,./data/base/sushi/sushi_128.jpg
sushi,./data/base/sushi/sushi_100.jpg
sushi,./data/base/sushi/sushi_129.jpg
sushi,./data/base/sushi/sushi_99.jpg
sushi,./data/base/sushi/sushi_72.jpg
sushi,./data/base/sushi/sushi_66.jpg
sushi,./data/base/sushi/crop__sushi12.jpg
sushi,./data/base/sushi/crop__sushi10.jpg
sushi,./data/base/sushi/crop__sushi38.jpg
sushi,./data/base/sushi/sushi_70.jpg
sushi,./data/base/sushi/sushi_117.jpg
sushi,./data/base/sushi/sushi_103.jpg
sushi,./data/base/sushi/sushi_65.jpg
sushi,./data/base/sushi/sushi_71.jpg
sushi,./data/base/sushi/crop__sushi39.jpg
sushi,./data/base/sushi/crop__sushi11.jpg
sushi,./data/base/sushi/crop__sushi29.jpg
sushi,./data/base/sushi/crop__sushi15.jpg
sushi,./data/base/sushi/sushi_75.jpg
sushi,./data/base/sushi/sushi_61.jpg
sushi,./data/base/sushi/sushi_49.jpg
sushi,./data/base/sushi/sushi_106.jpg
sushi,./data/base/sushi/crop__sushi14.jpg
sushi,./data/base/sushi/crop__sushi28.jpg
sushi,./data/base/sushi/crop__sushi16.jpg
sushi,./data/base/sushi/sushi_76.jpg
sushi,./data/base/sushi/sushi_89.jpg
sushi,./data/base/sushi/sushi_139.jpg
sushi,./data/base/sushi/sushi_138.jpg
sushi,./data/base/sushi/sushi_110.jpg
sushi,./data/base/sushi/sushi_104.jpg
sushi,./data/base/sushi/sushi_88.jpg
sushi,./data/base/sushi/crop__sushi17.jpg
sushi,./data/base/sushi/crop__sushi2.jpg
sushi,./data/base/sushi/sushi_162.jpg
sushi,./data/base/sushi/sushi_11.jpg
sushi,./data/base/sushi/crop__sushi3.jpg
sushi,./data/base/sushi/crop__sushi1.jpg
sushi,./data/base/sushi/sushi_8.jpg
sushi,./data/base/sushi/sushi_160.jpg
sushi,./data/base/sushi/sushi_161.jpg
sushi,./data/base/sushi/sushi_149.jpg
sushi,./data/base/sushi/sushi_16.jpg
sushi,./data/base/sushi/crop__sushi4.jpg
sushi,./data/base/sushi/sushi_165.jpg
sushi,./data/base/sushi/sushi_159.jpg
sushi,./data/base/sushi/sushi_164.jpg
sushi,./data/base/sushi/crop__sushi5.jpg
sushi,./data/base/sushi/sushi_17.jpg
sushi,./data/base/sushi/crop__sushi7.jpg
sushi,./data/base/sushi/sushi_15.jpg
sushi,./data/base/sushi/sushi_29.jpg
sushi,./data/base/sushi/sushi_28.jpg
sushi,./data/base/sushi/sushi_14.jpg
sushi,./data/base/sushi/crop__sushi6.jpg
sushi,./data/base/sushi/crop__sushi45.jpg
sushi,./data/base/sushi/sushi_19.jpg
sushi,./data/base/sushi/sushi_25.jpg
sushi,./data/base/sushi/sushi_31.jpg
sushi,./data/base/sushi/sushi_2.jpg
sushi,./data/base/sushi/sushi_142.jpg
sushi,./data/base/sushi/sushi_157.jpg
sushi,./data/base/sushi/sushi_18.jpg
sushi,./data/base/sushi/crop__sushi44.jpg
sushi,./data/base/sushi/crop__sushi46.jpg
sushi,./data/base/sushi/crop__sushi8.jpg
sushi,./data/base/sushi/sushi_1.jpg
sushi,./data/base/sushi/sushi_33.jpg
sushi,./data/base/sushi/crop__sushi9.jpg
sushi,./data/base/sushi/crop__sushi43.jpg
sushi,./data/base/sushi/sushi_23.jpg
sushi,./data/base/sushi/sushi_144.jpg
sushi,./data/base/sushi/sushi_151.jpg
sushi,./data/base/sushi/sushi_5.jpg
sushi,./data/base/sushi/sushi_22.jpg
sushi,./data/base/sushi/sushi_36.jpg
sushi,./data/base/sushi/crop__sushi42.jpg
sushi,./data/base/sushi/crop__sushi40.jpg
sushi,./data/base/sushi/sushi_20.jpg
sushi,./data/base/sushi/sushi_34.jpg
sushi,./data/base/sushi/sushi_6.jpg
sushi,./data/base/sushi/sushi_35.jpg
sushi,./data/base/sushi/sushi_21.jpg
sushi,./data/base/sushi/crop__sushi41.jpg
sushi,./data/base/sushi/crop__sushi26.jpg
sushi,./data/base/sushi/crop__sushi32.jpg
sushi,./data/base/sushi/sushi_109.jpg
sushi,./data/base/sushi/sushi_121.jpg
sushi,./data/base/sushi/sushi_135.jpg
sushi,./data/base/sushi/sushi_108.jpg
sushi,./data/base/sushi/sushi_53.jpg
sushi,./data/base/sushi/crop__sushi33.jpg
sushi,./data/base/sushi/crop__sushi27.jpg
sushi,./data/base/sushi/crop__sushi31.jpg
sushi,./data/base/sushi/crop__sushi25.jpg
sushi,./data/base/sushi/crop__sushi19.jpg
sushi,./data/base/sushi/sushi_136.jpg
sushi,./data/base/sushi/sushi_137.jpg
sushi,./data/base/sushi/sushi_50.jpg
sushi,./data/base/sushi/crop__sushi18.jpg
sushi,./data/base/sushi/crop__sushi24.jpg
sushi,./data/base/sushi/crop__sushi30.jpg
sushi,./data/base/sushi/crop__sushi34.jpg
sushi,./data/base/sushi/crop__sushi20.jpg
sushi,./data/base/sushi/sushi_68.jpg
sushi,./data/base/sushi/sushi_133.jpg
sushi,./data/base/sushi/sushi_127.jpg
