label,file
greek_salad,./data/raw/greek_salad/3181259.jpg
greek_salad,./data/raw/greek_salad/362753.jpg
greek_salad,./data/raw/greek_salad/3135924.jpg
greek_salad,./data/raw/greek_salad/542814.jpg
greek_salad,./data/raw/greek_salad/2753279.jpg
greek_salad,./data/raw/greek_salad/424575.jpg
greek_salad,./data/raw/greek_salad/2420207.jpg
greek_salad,./data/raw/greek_salad/2714668.jpg
greek_salad,./data/raw/greek_salad/3438952.jpg
greek_salad,./data/raw/greek_salad/1807946.jpg
greek_salad,./data/raw/greek_salad/1733988.jpg
greek_salad,./data/raw/greek_salad/1621803.jpg
greek_salad,./data/raw/greek_salad/1296494.jpg
greek_salad,./data/raw/greek_salad/862426.jpg
greek_salad,./data/raw/greek_salad/635615.jpg
greek_salad,./data/raw/greek_salad/392885.jpg
greek_salad,./data/raw/greek_salad/33077.jpg
greek_salad,./data/raw/greek_salad/68852.jpg
greek_salad,./data/raw/greek_salad/1907359.jpg
greek_salad,./data/raw/greek_salad/2193158.jpg
greek_salad,./data/raw/greek_salad/39406.jpg
greek_salad,./data/raw/greek_salad/828301.jpg
greek_salad,./data/raw/greek_salad/2580304.jpg
greek_salad,./data/raw/greek_salad/2091203.jpg
greek_salad,./data/raw/greek_salad/1276602.jpg
greek_salad,./data/raw/greek_salad/3787249.jpg
greek_salad,./data/raw/greek_salad/345273.jpg
greek_salad,./data/raw/greek_salad/3495151.jpg
greek_salad,./data/raw/greek_salad/2305424.jpg
greek_salad,./data/raw/greek_salad/2017932.jpg
greek_salad,./data/raw/greek_salad/624309.jpg
greek_salad,./data/raw/greek_salad/2605823.jpg
greek_salad,./data/raw/greek_salad/3036431.jpg
greek_salad,./data/raw/greek_salad/1965708.jpg
greek_salad,./data/raw/greek_salad/566141.jpg
greek_salad,./data/raw/greek_salad/3167695.jpg
greek_salad,./data/raw/greek_salad/222202.jpg
greek_salad,./data/raw/greek_salad/57490.jpg
greek_salad,./data/raw/greek_salad/3244235.jpg
greek_salad,./data/raw/greek_salad/1190855.jpg
greek_salad,./data/raw/greek_salad/507742.jpg
greek_salad,./data/raw/greek_salad/1635718.jpg
greek_salad,./data/raw/greek_salad/1123335.jpg
greek_salad,./data/raw/greek_salad/620437.jpg
greek_salad,./data/raw/greek_salad/2688044.jpg
greek_salad,./data/raw/greek_salad/918214.jpg
greek_salad,./data/raw/greek_salad/2914884.jpg
greek_salad,./data/raw/greek_salad/621926.jpg
greek_salad,./data/raw/greek_salad/2586947.jpg
greek_salad,./data/raw/greek_salad/3433392.jpg
greek_salad,./data/raw/greek_salad/2786848.jpg
greek_salad,./data/raw/greek_salad/2819224.jpg
greek_salad,./data/raw/greek_salad/1723542.jpg
greek_salad,./data/raw/greek_salad/2824370.jpg
greek_salad,./data/raw/greek_salad/671268.jpg
greek_salad,./data/raw/greek_salad/1885777.jpg
greek_salad,./data/raw/greek_salad/1861383.jpg
greek_salad,./data/raw/greek_salad/3497829.jpg
greek_salad,./data/raw/greek_salad/551855.jpg
greek_salad,./data/raw/greek_salad/2320061.jpg
greek_salad,./data/raw/greek_salad/2354092.jpg
greek_salad,./data/raw/greek_salad/986206.jpg
greek_salad,./data/raw/greek_salad/810270.jpg
greek_salad,./data/raw/greek_salad/226674.jpg
greek_salad,./data/raw/greek_salad/3106453.jpg
greek_salad,./data/raw/greek_salad/1861381.jpg
greek_salad,./data/raw/greek_salad/344026.jpg
greek_salad,./data/raw/greek_salad/3510005.jpg
greek_salad,./data/raw/greek_salad/3905095.jpg
greek_salad,./data/raw/greek_salad/516507.jpg
greek_salad,./data/raw/greek_salad/3788964.jpg
greek_salad,./data/raw/greek_salad/614155.jpg
greek_salad,./data/raw/greek_salad/2792142.jpg
greek_salad,./data/raw/greek_salad/1094238.jpg
greek_salad,./data/raw/greek_salad/2013607.jpg
greek_salad,./data/raw/greek_salad/2357943.jpg
greek_salad,./data/raw/greek_salad/881741.jpg
greek_salad,./data/raw/greek_salad/3400941.jpg
greek_salad,./data/raw/greek_salad/2534926.jpg
greek_salad,./data/raw/greek_salad/537085.jpg
greek_salad,./data/raw/greek_salad/1132428.jpg
greek_salad,./data/raw/greek_salad/23501.jpg
greek_salad,./data/raw/greek_salad/2328991.jpg
greek_salad,./data/raw/greek_salad/1891338.jpg
greek_salad,./data/raw/greek_salad/3446653.jpg
greek_salad,./data/raw/greek_salad/3402005.jpg
greek_salad,./data/raw/greek_salad/3201031.jpg
greek_salad,./data/raw/greek_salad/2136242.jpg
greek_salad,./data/raw/greek_salad/302339.jpg
greek_salad,./data/raw/greek_salad/1906911.jpg
greek_salad,./data/raw/greek_salad/3620963.jpg
greek_salad,./data/raw/greek_salad/28905.jpg
greek_salad,./data/raw/greek_salad/3574346.jpg
greek_salad,./data/raw/greek_salad/1039804.jpg
greek_salad,./data/raw/greek_salad/3890475.jpg
greek_salad,./data/raw/greek_salad/3525121.jpg
greek_salad,./data/raw/greek_salad/180625.jpg
greek_salad,./data/raw/greek_salad/2216466.jpg
greek_salad,./data/raw/greek_salad/3871112.jpg
greek_salad,./data/raw/greek_salad/2770528.jpg
greek_salad,./data/raw/greek_salad/28044.jpg
greek_salad,./data/raw/greek_salad/1672109.jpg
greek_salad,./data/raw/greek_salad/2281726.jpg
greek_salad,./data/raw/greek_salad/2291252.jpg
greek_salad,./data/raw/greek_salad/2231796.jpg
greek_salad,./data/raw/greek_salad/2605613.jpg
greek_salad,./data/raw/greek_salad/2651518.jpg
greek_salad,./data/raw/greek_salad/266457.jpg
greek_salad,./data/raw/greek_salad/312881.jpg
greek_salad,./data/raw/greek_salad/3863729.jpg
greek_salad,./data/raw/greek_salad/704582.jpg
greek_salad,./data/raw/greek_salad/3254780.jpg
greek_salad,./data/raw/greek_salad/1369278.jpg
greek_salad,./data/raw/greek_salad/1421729.jpg
greek_salad,./data/raw/greek_salad/672399.jpg
greek_salad,./data/raw/greek_salad/1185254.jpg
greek_salad,./data/raw/greek_salad/2485295.jpg
greek_salad,./data/raw/greek_salad/1345625.jpg
greek_salad,./data/raw/greek_salad/3872744.jpg
greek_salad,./data/raw/greek_salad/730009.jpg
greek_salad,./data/raw/greek_salad/1010850.jpg
greek_salad,./data/raw/greek_salad/572255.jpg
greek_salad,./data/raw/greek_salad/3354804.jpg
greek_salad,./data/raw/greek_salad/2469349.jpg
greek_salad,./data/raw/greek_salad/37005.jpg
greek_salad,./data/raw/greek_salad/303436.jpg
